account_nbr,risk,cu_crd_line,max_upper_bound,adjusted_credit_limit
0aRvsVO3FuvirWm1,Risky,8000,0.0,8000.0
0ail6dOhXJBo4gHk,Bad,5000,2385.655971354068,5000.0
0aputqhHodwF6UZf,Bad,6000,48.703496906496845,6000.0
0bVJdP0oAiS7EQDp,Risky,600,0.0,600.0
0c9irCduItgco7u1,Risky,8000,32.88054621451433,8000.0
0cDSQVfeezs7ZnlC,Risky,1700,171.19225707458847,1700.0
0ctPdTAguBbpQDMF,Bad,6500,26.281779997883454,6500.0
0dQokBJSguPhyrtB,Good,15100,2387.338543114673,15100.0
0divO7Ua7fa9dOw7,Good,25000,7131.806962215641,25000.0
0eQWarZoSGQePkxI,Good,6000,94.16882293444792,6000.0
0ez2AMrB9HyKP2I2,Risky,7000,808.3331099515877,7000.0
0f0hvoIgAYKETORs,Good,14700,2522.0102285866446,14700.0
0f1AKx9gHtCJO8IU,Risky,2200,70.55759523719476,2200.0
0g6i4WRr4rm3gHJc,Risky,150,0.0,150.0
0gQZdThFgvMEvaoB,Good,15000,2984.4655818069305,15000.0
0gqij7ReZDta6ICw,Good,15000,2581.7869667295317,15000.0
0gwbHw1YNlYLJ2dh,Bad,18500,14876.124525242394,18500.0
0h1rIH0IRVmseeZI,Good,1500,0.0,1500.0
0h3bLL0KB6KQ9yLi,Risky,3600,0.0,3600.0
0hHPe5SwlfFZcvP8,Good,15800,6368.796400880816,15800.0
0hHzcL0doUl8WXys,Good,10000,1213.4536935190692,10000.0
0hLK5ROfQWmtbFp3,Good,8200,0.0,8200.0
0hw8AHAYOqXHNlCj,Risky,13000,0.0,13000.0
0iO4VWCVLycmVHa6,Risky,1400,0.0,1400.0
0iVsSjU7IkvGaog8,Good,6600,523.6698520396012,6600.0
0is6OygIQEKCb8lB,Good,15000,5450.2192795245965,15000.0
0ivCjrKQD1slS3Fq,Risky,800,50.89996457265848,800.0
0jhkGEcVcj8hRsKG,Good,1500,0.0,1500.0
0jk6WnqyQZIo0Bz8,Good,25000,1240.1060532523743,25000.0
0jpzL0a8ctcmU3m7,Good,15000,1917.869280347247,15000.0
0k9a0uCGIcFXG4L9,Risky,12500,1520.324051153842,12500.0
0kIYLRfF2F7Ft27G,Bad,200,57.98979403910244,200.0
0kz9BD6VxA2MFGQA,Bad,1800,0.0,1800.0
0lHaYIxXjo25ZG04,Good,25000,1731.5205636553153,25000.0
0lOTKduIAgR9UAF9,Good,15000,5818.115853139595,15000.0
0lZQPBbPu4yzuFIj,Risky,6000,394.8537023773541,6000.0
0lflYm02cJHcTceT,Good,9000,0.0,9000.0
0liwDIKgApYWxiJm,Good,20000,16419.473808795996,20000.0
0mQursR5HBd2X32J,Good,950,206.1975170019084,950.0
0n9BoUXFlswMWUo9,Bad,810,28.776252475297078,810.0
0oBUSKPkBaAUhH8O,Risky,2000,0.0,2000.0
0oCZGDKbDetxFlYb,Risky,1800,0.0,1800.0
0pcKSn2RBAvorXOP,Risky,3000,72.72136894482729,3000.0
0q4A6AJcy6uUZiC4,Good,15000,15816.32146712564,30000.0
0q4i4mzpaYSu97WA,Good,15000,1897.147592971843,15000.0
0qHLUYejbwHmReuE,Good,3200,0.0,3200.0
0qpnM5EnnGyi06d1,Risky,1300,593.782068385765,1300.0
0qyeSDz4Vc40nd74,Risky,3900,369.4174166579344,3900.0
0rddfyYJPR8lFYZr,Good,15000,1160.4775743659666,15000.0
0rlzlrD3fCiomhbj,Good,3250,94.16882293444792,3250.0
0rsJZ60MuV4RyHVy,Risky,2800,0.0,2800.0
0sMDLGvn8xBoVdMN,Risky,4800,0.0,4800.0
0sVapcz3nrLSWvAs,Good,13500,0.0,13500.0
0t6yZbHbpFUqjkIO,Bad,3000,2970.13928325128,3000.0
0tcgshxkDXI1PNAB,Risky,1000,36.59481089364275,1000.0
0tipeUtRhbYj5Lim,Risky,4500,2168.113055541125,4500.0
0u6y5AKO9bgHxFyM,Risky,1900,86.39578987815374,1900.0
0uHlM5suyQ04IsiW,Good,2500,115.46605984693092,2500.0
0uRsvY3Tuoq3bJAe,Risky,250,358.59223689549265,300.0
0v1FcOnjju84g63c,Risky,130,58.42923497195731,130.0
0v5r2nV63SxihR2Y,Bad,15000,14745.156054368526,15000.0
0vYDBXCHiea8Ns0Z,Risky,6000,0.0,6000.0
0vYwm8FbMJ7oFzSC,Good,8000,3114.5450190363754,8000.0
0vsm3JORcwPwV7r9,Risky,3000,0.0,3000.0
0w4zdf2fBkhBD9mE,Good,7000,2006.171140941046,7000.0
0w9BnPQZPRSD0XRq,Good,10000,189.6836223747736,10000.0
0wFtYX3Z02BIHRPV,Good,524,0.0,524.0
0wS0DO32AL0LtHEL,Good,4800,268.4829697160724,4800.0
0wpqkEJdaXzonSUs,Good,4340,0.0,4340.0
0x3ZqqbAZq89Ji7i,Risky,3000,943.6266475868536,3000.0
0x6Z5JjnmVQ2yDwR,Good,3700,90.06651795659523,3700.0
0xCBFZ8hvRU75NDF,Risky,1200,0.0,1200.0
0xZ9xToCJrnwkxPi,Good,4000,26.281779997883454,4000.0
0xxUwtiGumhbGNx6,Risky,500,473.947081616139,600.0
0y1CfhOVVGD1lWlq,Bad,3000,1758.7509499253072,3000.0
0yPUnOTgMJDwJ6J9,Good,14700,8644.042800416806,14700.0
0yyfscMeoF69Yerw,Risky,7500,1226.1559330876796,7500.0
0z8sGQRkd1D8Qixz,Good,1300,0.0,1300.0
0zLkUkwPMuaG2CA1,Good,15000,1229.892197146714,15000.0
0zfuxxKJ1Gvz5IVZ,Risky,18000,1709.8798561742822,18000.0
0zlfRdv52TCAt6vc,Good,15000,3532.058611612859,15000.0
10MSOUxlmsJJNzN0,Bad,2200,110.93920758559229,2200.0
10arSCNAI7vzIvVE,Good,17000,298.0185191231063,17000.0
11BzztC63Q2vGNRS,Good,3200,0.0,3200.0
12W67LnbMNGNV0HF,Good,500,0.0,500.0
12eqd4qRIPH8CJzI,Risky,2300,104.34160230939122,2300.0
130RGDZ2m9BYLosG,Good,12500,543.9531886983665,12500.0
130rlWC3S3olrub3,Good,9200,1441.297213720588,9200.0
132EL4YAwGLj1rp1,Risky,7000,359.7028213230615,7000.0
13JAxbxd62waHTdM,Good,500,93.49126378600442,500.0
13U6Xlfl0akZuE5q,Risky,3300,0.0,3300.0
13mQgEEduK6JctgX,Risky,8000,0.0,8000.0
14QLaWsYZZhS4dAu,Risky,7700,0.0,7700.0
14dyEkriiQdqyGkp,Good,11900,109.4117194977278,11900.0
15eN40oCKRI8y8J4,Good,7000,0.0,7000.0
16cCKUhQg4RDApzT,Good,15000,922.0092009486042,15000.0
174hwZPli5WJ8PvE,Good,15000,331.25700070091403,15000.0
176qR40G9B4E4uMS,Good,15000,3246.0684767644234,15000.0
177nvNlS7JGv4CNm,Risky,6800,53.15739172523446,6800.0
17b2KvFRdpm31mhH,Bad,4400,2478.0701526529824,4400.0
18h4kh9mjzEDUI31,Risky,300,135.73910913346126,300.0
18oGkhtBvvvg6V25,Bad,2500,0.0,2500.0
19G4JIle26w9qcrD,Risky,5000,237.14714008059195,5000.0
19QMHzO5Wkr735s6,Good,15000,2313.754707931356,15000.0
1AQQW4FKy0TsAZh1,Risky,2600,212.34898564660224,2600.0
1C0huOH5MI6f2MRT,Risky,7600,0.0,7600.0
1CRZHnR8zKGlUSsF,Good,25000,4579.165924065749,25000.0
1CdwVslheGKEUK1D,Risky,6500,0.0,6500.0
1CjRuWvQP50KRodt,Good,13200,736.0940849648832,13200.0
1Coi2nBE0tPeNPx8,Risky,3000,0.0,3000.0
1DH33mdy72hSBY6U,Good,15000,2342.5359472711943,15000.0
1DRZ4N0yPBFSzzs5,Good,14100,2992.999059700136,14100.0
1DmVP5bYONR5Yogi,Good,25000,4082.479303567941,25000.0
1EgBxx8XXsCifewe,Good,15000,2581.7869667295317,15000.0
1ErMexnkcb4cgUoz,Good,16100,3232.969835887986,16100.0
1FVPNDpKSoIsZeW3,Good,10000,0.0,10000.0
1FWWJD5pEdyN7riT,Bad,500,329.80963024640096,500.0
1FwiuGwX3995U10l,Good,15000,1776.1348619573948,15000.0
1GN6LrAWFNZikjDm,Risky,1024,0.0,1024.0
1GOWMLXLukuW09d9,Risky,10000,100.46401092495664,10000.0
1Hi5fKSrUNqfwREd,Risky,2000,0.0,2000.0
1I0e28X2xc74iOtp,Good,15000,2612.1933543520067,15000.0
1IGU9tB40Uz6fwn9,Good,2000,529.3278778033413,2000.0
1IQPKMjjNB3zrF9B,Risky,3600,0.0,3600.0
1ISKPukDGe8Sq3ap,Risky,500,60.85747356576154,500.0
1IUtejOiIBdsfPtA,Risky,1500,0.0,1500.0
1IfdoDmWReJJU4AE,Good,6250,212.34898564660224,6250.0
1IpyhmyvOwgz2wct,Risky,1700,57.63387191539629,1700.0
1Iz8M4JgGNwb8dmn,Good,25000,1626.1645461212604,25000.0
1JFhF5Wr4roZE2pz,Risky,1200,0.0,1200.0
1JdEXYO9YZIIk5Ys,Risky,8000,0.0,8000.0
1JegjGKnCb5xTZqA,Good,15000,1551.811227645891,15000.0
1JpM55hVnAa55htV,Good,900,0.0,900.0
1K5xwNKL4dUgF4Cg,Good,9400,2511.458397015258,9400.0
1KbdbP0jRMf30Jh3,Risky,4500,61.3409240548687,4500.0
1LpPH5vk3z0p4lPL,Risky,8000,0.0,8000.0
1NhmLkOJz7UyLE37,Risky,2000,98.45167865135258,2000.0
1Nw0br9ULaxtqkkz,Bad,5500,359.7028213230615,5500.0
1OElTyX8KeqKi1SE,Risky,870,0.0,870.0
1Oau3JpOwHaJUOM6,Good,25000,7022.944954194599,25000.0
1PBOoRXc7GHrlqtv,Good,3900,331.25700070091403,3900.0
1PP3b77TFzBLtrFh,Bad,6600,4610.332922828559,6600.0
1QDbIWTClSgtHcPf,Good,11580,804.3196994049149,11580.0
1QNRzv2VHeuCZ64t,Risky,2800,332.737755901504,2800.0
1QXvGXhzUkeSbxll,Bad,15000,706.1126061752319,15000.0
1QujJgh70jbUmEja,Bad,5900,184.99866325678144,5900.0
1RFNj5HCFFtqASwp,Risky,280,0.0,280.0
1SAn2fFqKWbSFbJy,Risky,2000,527.363096261629,2000.0
1STDblSzTXrL9YSA,Good,600,171.80912306278205,600.0
1SWX6Stljb484mQG,Good,4600,167.88667745717282,4600.0
1ShsP8t0h51VUrMW,Risky,15000,0.0,15000.0
1SzTt8sQcwf4tEg1,Risky,800,147.9816026765777,800.0
1TgpQVwh8MhRWwul,Risky,7600,554.4154577378697,7600.0
1UKiBjRFeDtkt7ei,Good,5800,0.0,5800.0
1V1IdiQbVtSVolWT,Risky,10000,417.9761221630063,10000.0
1VU5n8KTap8tFTZx,Risky,2000,0.0,2000.0
1WFXDpS7zsuxNe6U,Bad,20200,18003.73875550651,20200.0
1WSFt0fMmidRWAhv,Good,15000,170.55955203876843,15000.0
1WUV5Y6lsZPIKgfq,Good,9000,2019.1098650519336,9000.0
1XHxkEYPej3JoFDd,Good,25000,6055.590357894184,25000.0
1XR7rS8ShMxMPzo2,Risky,7500,2126.0555860438344,7500.0
1XwUKvPWdvZqMyOF,Risky,3000,57.51809883032801,3000.0
1YA9iFNBgETbn4yP,Good,10000,843.1176759523245,10000.0
1YfbN8n1l3ZSSEHZ,Good,8300,39.24099453882486,8300.0
1YlxKhHbLng8wcXw,Good,900,269.58618872981606,900.0
1YsWSr8fQTHO6dpF,Good,6600,972.7479822492952,6600.0
1ZIq3FgfIQiXtRQw,Good,25000,3017.941434000746,25000.0
1ZcpEaX7SzuV0XCd,Risky,10000,119.28428549504537,10000.0
1aHZjCIIRZjKPPNU,Good,6000,0.0,6000.0
1aKSLPrHQy9z0sw2,Good,15000,1298.5211715957537,15000.0
1aaeZq59KBAueTxz,Good,1700,740.7591158952233,1700.0
1anfTEfv6JLvZDZU,Good,17000,2221.600008355877,17000.0
1b515SI34VNWxJwG,Risky,3400,216.21092938785307,3400.0
1bHsSMBLhkVMDKn6,Good,1024,141.35267775868758,1024.0
1bQPQnyD6SzvJRDN,Good,7100,1031.314483919377,7100.0
1bdsSFswsZRC2KTQ,Risky,2800,0.0,2800.0
1bkOn85FxGG6vOoy,Bad,6000,0.0,6000.0
1bppG9fTPgBRdpm7,Bad,1600,92.29606615186196,1600.0
1dE4gjd9WxxcR20C,Good,15000,9639.05840003154,15000.0
1dJIMYSaeVTvI9cJ,Good,9700,388.1843043849371,9700.0
1dOKMl6m70I0Pvmn,Good,1870,0.0,1870.0
1dWLalcoMI1A1w5d,Good,25000,9621.970583218124,25000.0
1dahE4FMklCfTIwt,Good,900,54.43603870011442,900.0
1drbtkIMhh0K7WUl,Good,25000,656.6778175655245,25000.0
1eBvuqe6rqf6LypW,Bad,6000,66.1174668359275,6000.0
1eDgZrLgrw1YbB6x,Bad,6000,2972.492505327534,6000.0
1eFEmqm5Jo8xyaaN,Risky,12000,1195.7528548253892,12000.0
1eMhSLvurULLyrHP,Good,3000,3478.8578720835585,3000.0
1exZ2KlRLH0TE9Iv,Good,6600,1857.1041756640705,6600.0
1f38Y2TtTQIYAZap,Good,15000,594.7731855043564,15000.0
1f5zId7kujPyN9Ri,Risky,2600,0.0,2600.0
1fJq3Ls0TaoIAQOc,Bad,2300,0.0,2300.0
1fPEzSBOCQNpI6Op,Good,10590,3568.401721957836,10590.0
1fPwQeCBjA45xvVJ,Risky,6000,0.0,6000.0
1fRpWo8h7aFvcTkw,Bad,5000,5035.775645613487,5000.0
1fkjiJeRl1OYzf2t,Good,7600,1085.151972723949,7600.0
1fuwO6XeGFptQq16,Good,7000,571.2595599632828,7000.0
1guCl4SYyWX5Epn6,Bad,4500,115.46605984693092,4500.0
1hsErB6ABSwdaz2k,Risky,1000,0.0,1000.0
1htlLIa7eM0fxLth,Risky,15000,44.10775723421845,15000.0
1i4gQ3jFNZfDrgae,Bad,7000,685.9390618880766,7000.0
1iCR9exF3kTwDcoi,Risky,4000,0.0,4000.0
1j2R02tqzBV2gup3,Bad,500,388.1843043849371,500.0
1jelmLzdeHzcp83r,Good,10000,4341.589968220446,10000.0
1kTG7uIuwdnsxWNl,Risky,2800,318.3795327288412,2800.0
1kVawcl9T60gVZhk,Good,15000,1251.5696809323213,15000.0
1kazYcgX7nPzOMeJ,Risky,1500,26.82262237688837,1500.0
1kg1ypeYg1hA75WM,Good,25000,3071.305201448153,25000.0
1kwulbDL5krxiydD,Good,1760,0.0,1760.0
1kxLFBp0pyo4pLqz,Good,6600,0.0,6600.0
1l1xOXtX50VVhM4V,Bad,10000,257.9877579184032,10000.0
1lf5bPsB4KnIoBlB,Good,100,87.47649105712456,100.0
1lloC3moPCRRgsoB,Bad,7000,3412.152644822483,7000.0
1lyzsCZEBtIQJoQe,Bad,4000,1061.2777088998964,4000.0
1n6zb7BmSMyYPBD7,Good,4400,292.5534375550565,4400.0
1npfTpineT0KCiHe,Good,15200,254.74919040979216,15200.0
1oF7JdnEk11AOk5z,Risky,9000,3038.825013525556,9000.0
1oWNavU09IzBWVbT,Good,6200,3960.3485590568607,6200.0
1oayprbcWY95jLlQ,Good,13500,1008.1812679668928,13500.0
1p4EpRicOFFuuGNe,Good,25000,2760.8090992592383,25000.0
1pxltvvBvysW21jT,Good,14900,5713.772019446453,14900.0
1qO4ol9BVVN3bFVN,Bad,4000,74.43482995844636,4000.0
1qb8RfoZgwcO7Wzp,Bad,200,170.30691579823713,200.0
1rHgdgQzXPW2bToj,Good,2700,0.0,2700.0
1rMCtgQJTgvWE8nz,Bad,8000,333.60990415238257,8000.0
1rqqQQuYsf0w5Aql,Risky,2100,119.54858705063704,2100.0
1sGW3PU43q2bmUkI,Good,3300,0.0,3300.0
1sNGo1zZHo1UjytF,Good,14500,1356.2821298779695,14500.0
1t84jWu6wVGtKHqb,Good,25000,6193.157307751436,25000.0
1tGsnSNwSEkR7EuK,Risky,1700,160.07066895512648,1700.0
1tbPkVr6POhMgbfZ,Risky,15000,10349.772608400088,15000.0
1tgHPBkjBrQfEoB2,Good,12500,543.9531886983665,12500.0
1tr6kqmYaaWXiU3Q,Good,25000,3584.0770419246805,25000.0
1vy9WteI4iogotaE,Good,5600,656.7194639741112,5600.0
1w6EsmIHwbGMwMRb,Risky,7000,0.0,7000.0
1wVUjMQLwpx5oOQo,Risky,6000,0.0,6000.0
1x8Nx4y4TAc4KadY,Good,15000,821.6194647493446,15000.0
1xoZwwQFDT07fulJ,Good,8400,26.281779997883454,8400.0
1y9XSMnWi9bCGSet,Risky,10000,1730.3111436182926,10000.0
1yJrpPZ2452SHxGN,Risky,100,0.0,100.0
1zJwBN1CECAVlvpS,Good,25000,1175.896914178294,25000.0
1ze2qcb5UfFdV2bN,Risky,6000,0.0,6000.0
20Jwl7o37E5IHr03,Risky,1760,0.0,1760.0
20OrZWlLFLcs8eny,Good,8100,1214.2506339626,8100.0
20aVnSCLfYDWKGTU,Bad,2000,706.1126061752319,2000.0
20cMpGNCF8Wc5BNy,Good,15000,3658.575866216226,15000.0
20iRvjVxRfRsR7SE,Good,14500,2788.3619990096804,14500.0
2194ji4hbF5ux8I1,Good,5100,736.9240902785867,5100.0
21SuQ51r3YrC9bLk,Risky,8000,0.0,8000.0
21e7oMqHyVH0S0ll,Good,3800,177.4296243187687,3800.0
22MqxQ4Z63CfMGuK,Risky,1200,0.0,1200.0
22YP6lBI7CmM5Whp,Good,2300,596.8992674162602,2300.0
230549zzhVXRVYEl,Good,7100,0.0,7100.0
23GvHgw6DnOFuynm,Good,2200,0.0,2200.0
23gmTp5krPT0mxCq,Risky,4000,110.17749813469794,4000.0
24C4O69QwoKwAftT,Good,3500,0.0,3500.0
24JHbnZ4gbBW4H5S,Risky,8000,143.5158732009997,8000.0
24cXHezB9q0k4fXi,Bad,1400,1385.4097012325576,1400.0
24i3RZfHneuQ65Qy,Risky,3800,2298.5277721896005,3800.0
24yUDvzM9FEW3XSH,Good,6470,36.08100073222429,6470.0
25oDUmlgl0KR6jYU,Risky,2000,0.0,2000.0
26X7gmA3SXyDMWrD,Good,20000,2544.9783899951867,20000.0
26tA1buNvBkfjCYI,Good,9300,257.54831698554835,9300.0
26y2S0XdKKS4b0Ja,Good,2500,0.0,2500.0
27aDDKFYC1CF1IYa,Risky,300,268.4829697160724,360.0
27xvymB6p2aUvanz,Risky,6500,0.0,6500.0
281QlWrlHap6qNOI,Risky,2100,267.85026468025234,2100.0
28MB6dcdC3mqtg2k,Risky,900,0.0,900.0
28bFw0fRqcfGqHAX,Good,4800,239.3320484398661,4800.0
28f0MhKhWr75Imas,Good,15000,12497.66079784385,30000.0
28fCo32PDw0hY1Oe,Risky,5500,458.6595790597332,5500.0
28gXs35PC98KOZnF,Good,20000,4586.126154751568,20000.0
29JekbMIvlAobOAW,Risky,5000,0.0,5000.0
29X4v8L7qg6152XT,Risky,9000,1759.0985084620556,9000.0
29gl54QAb1QwKMZW,Good,15600,1549.0610025715705,15600.0
29hA1IRELjBpLAty,Good,6300,58.49792551927422,6300.0
29jR95EoPXgflU3P,Bad,1000,27.48292175166453,1000.0
2AaDgMr3gJQlwA7Z,Risky,2000,618.7166541414906,2000.0
2BgsDwU4tXkYkiaq,Risky,2000,0.0,2000.0
2Bs8fQ2I4MnSzYZs,Risky,2300,160.07066895512648,2300.0
2C6AXnmslfBrKDq9,Risky,400,42.1092485426117,400.0
2CXMwe5r1GlNW06y,Good,450,64.41423964021978,450.0
2Cf8hrWy1Xz6SvLr,Good,14200,1780.6935616393105,14200.0
2D1qjSA4eWFMKcKW,Good,3000,30.38592883469729,3000.0
2D2ngvuks82MtNML,Risky,5630,0.0,5630.0
2DLjy3yUD2pAOXGZ,Risky,1400,355.47002840381714,1400.0
2DnoaqsTtZrUHgUR,Risky,3300,2558.4137438249354,3960.0
2F7gGKFYr3ohq6i3,Bad,800,181.59177864468683,800.0
2G6rLLXEg2rNyqkN,Risky,2500,155.00129019973315,2500.0
2GcMEBx2yKJGqOa7,Good,17000,527.363096261629,17000.0
2GeVZcfujzALJnyp,Good,9910,528.3952945835877,9910.0
2HFBJXOAisXwtjD1,Risky,5000,61.3409240548687,5000.0
2HHC5ya1tUsBq4lN,Risky,16100,0.0,16100.0
2HQkkhzJU3KjCuE0,Good,15000,6061.896065322961,15000.0
2HlAd4JvX6QyS3fm,Good,11700,2242.468328573829,11700.0
2I46FEsMVJTLGoZQ,Bad,1000,931.129457403336,1000.0
2I7T9340PBQpAyiH,Risky,3900,26.281779997883454,3900.0
2IeTMaXOIOsa9EPJ,Good,250,31.3136862838676,250.0
2J4RVkV3WZh2zTiN,Risky,13000,0.0,13000.0
2JhfZVG0YEdLMGuU,Risky,6000,297.72354297853553,6000.0
2JsK0MovMoBzn165,Risky,6000,0.0,6000.0
2KAErN7ubUMPTMPj,Good,10500,458.6595790597332,10500.0
2KaKXF4BuX0WbsIR,Good,14300,2978.0798285197334,14300.0
2KhqYrEz7MP1t9QW,Good,11500,1336.2258707272867,11500.0
2LC5wkgqKuxrxgUT,Risky,2870,253.53751821721048,2870.0
2LLP0knDtwoRXTT3,Good,18000,1377.9345066206984,18000.0
2LXeejk2xMFQsK06,Good,11500,495.698680370765,11500.0
